,dialogue_id,text,turn_id,type,label
222,3976_1,Our society is becoming too much sexualised and tolerant towards LGBTI people.,0,HS,0
223,3976_1,"This is something that we have to accepts since it is in line with basic respect of human rights - even if, in the past few years, the anti-LGBT campaigns such as the one in Russia, have made headlines all across the globe.",1,CN,1
224,3977_1,Our society is becoming too much sexualised and tolerant towards LGBTI people.,0,HS,0
225,3977_1,"For all you say, I think your point is that the societal trend seems to be for more acceptance and you don't like it. Or maybe you are complaining that this change is happening too quickly? In any case, we have to accept it since it is in line with basic respect of human rights.",1,CN,1
226,4050_1,Children should not be left alone with these animals. Faggots are dangerous.,0,HS,0
227,4050_1,"Could I just be misinterpreting your words? You seem to me to be talking about children with animals, of zoo keepers with babies... But it might just be homophobia.",1,CN,1
228,4097_1,Marriage is between a man and a woman. We must stop this LGBT perversion.,0,HS,0
229,4097_1,"Even if LGBT+ love does not fall under your definition of marriage, they should be allowed to be happy and happy together. Not forced to live apart or segregated.",1,CN,1
230,4098_1,"According to the Bible, then gays are an abomination to God.",0,HS,0
231,4098_1,Homosexuality has been practiced throughout history in all major civilizations. It is just that today's people accept homosexuality as normal and accept people of other backgrounds too.,1,CN,1
232,4099_1,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,0,HS,0
233,4099_1,"Isn't preference a matter of individual identity, and cannot be imposed? People are just living their lives. Any sinister agenda appears to be yours.",1,CN,1
234,4100_1,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,0,HS,0
235,4100_1,"Human rights defenders cite statistics on suicide attempts and domestic violence in families with a homosexual son/daughter, suggesting the contrary imposition.",1,CN,1
236,4101_1,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,0,HS,0
237,4101_1,"Thus far, people of various sexual orientations have attempted suicide twice as often as heterosexuals. Among youth, the number of those that seriously contemplate suicide is almost three times the rate of heterosexuals. LGBT youth are almost five times as likely to have attempted suicide compared to heterosexual youth. Tell me honestly: who do you think is imposing sexual orientation on who?",1,CN,1
238,4102_1,Do you really want to redefine marriage?,0,HS,0
239,4102_1,"If you take LGBT peoples rights into consideration, of course the practice of marriage needs to be redefined.",1,CN,1
240,4103_1,Do you really want to redefine marriage?,0,HS,0
241,4103_1,Marriage exists not only in a white supremacist context. And its definition is not only their prerogative.,1,CN,1
242,4104_1,Let's stop this homosexual lifestyle!,0,HS,0
243,4104_1,Does the LGBT+ lifestyle change your life? Only if you care. But that doesn't mean that homosexuality is a lifestyle.,1,CN,1
244,4105_1,LGBTs are a drain on society.,0,HS,0
245,4105_1,"Sexual abuse, physical abuse and even the lack of security can be more harmful to the overall health of a society.",1,CN,1
246,4106_1,LGBTs are a drain on society.,0,HS,0
247,4106_1,"This is a comment made about any other so-called ""different"" group of people too. So imagine, even white Christians are different for some others.",1,CN,1
248,4107_1,The Bible says that homosexuality is an abomination,0,HS,0
